
**********************************************
Imaginary-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 7.600000e+01 * a0, G = 1.365327e+04, G * par = 2.730654e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.100000e+02 * a0, GD = 4.717666e+03, GD * par =  9.435331e+03, edd = 1.447368e+00
     Dipolar cutoffs Rcut = 5.888311e+00, Lcut = 2.194518e+02

QF = 1, QDEPL = 0: h2 = 1.715415e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 4.372198e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 3.428934e+00, DY = 9.200486e-02, DZ = 9.200486e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 1000000 (NSNAP = 10000)
                     DT = 4.232447e-03

Initial state: Gaussian
               SX = 2.194518e+01, SY = 5.888311e-01, SZ = 5.888311e-01
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-06, MUEND=0.000000e+00

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50000000000e+05   0.000000e+00   -1.436644e+00  2.196097e+01  
1         1.50000000000e+05   0.000000e+00   -3.247672e+00  2.091312e+01  
2         1.50000000000e+05   0.000000e+00   -3.226341e+00  2.042741e+01  
3         1.50000000000e+05   0.000000e+00   -3.213549e+00  2.016738e+01  
4         1.50000000000e+05   0.000000e+00   -3.204446e+00  2.000116e+01  
5         1.50000000000e+05   0.000000e+00   -3.197558e+00  1.988162e+01  
6         1.50000000000e+05   0.000000e+00   -3.192236e+00  1.979107e+01  
7         1.50000000000e+05   0.000000e+00   -3.188132e+00  1.972160e+01  
8         1.50000000000e+05   0.000000e+00   -3.185009e+00  1.966866e+01  
9         1.50000000000e+05   0.000000e+00   -3.182671e+00  1.962889e+01  
10        1.50000000000e+05   0.000000e+00   -3.180949e+00  1.959948e+01  
11        1.50000000000e+05   0.000000e+00   -3.179695e+00  1.957801e+01  
12        1.50000000000e+05   0.000000e+00   -3.178789e+00  1.956246e+01  
13        1.50000000000e+05   0.000000e+00   -3.178134e+00  1.955124e+01  
14        1.50000000000e+05   0.000000e+00   -3.177662e+00  1.954314e+01  
15        1.50000000000e+05   0.000000e+00   -3.177319e+00  1.953728e+01  
16        1.50000000000e+05   0.000000e+00   -3.177069e+00  1.953302e+01  
17        1.50000000000e+05   0.000000e+00   -3.176886e+00  1.952990e+01  
18        1.50000000000e+05   0.000000e+00   -3.176751e+00  1.952761e+01  
19        1.50000000000e+05   0.000000e+00   -3.176651e+00  1.952592e+01  
20        1.50000000000e+05   0.000000e+00   -3.176577e+00  1.952466e+01  
21        1.50000000000e+05   0.000000e+00   -3.176521e+00  1.952373e+01  
22        1.50000000000e+05   0.000000e+00   -3.176480e+00  1.952303e+01  
23        1.50000000000e+05   0.000000e+00   -3.176449e+00  1.952251e+01  
24        1.50000000000e+05   0.000000e+00   -3.176425e+00  1.952211e+01  
25        1.50000000000e+05   0.000000e+00   -3.176408e+00  1.952182e+01  
26        1.50000000000e+05   0.000000e+00   -3.176395e+00  1.952160e+01  
27        1.50000000000e+05   0.000000e+00   -3.176385e+00  1.952143e+01  
28        1.50000000000e+05   0.000000e+00   -3.176377e+00  1.952130e+01  
29        1.50000000000e+05   0.000000e+00   -3.176372e+00  1.952121e+01  
30        1.50000000000e+05   0.000000e+00   -3.176367e+00  1.952114e+01  
31        1.50000000000e+05   0.000000e+00   -3.176364e+00  1.952108e+01  
32        1.50000000000e+05   0.000000e+00   -3.176362e+00  1.952104e+01  
-------------------------------------------------------------------

Initialization/allocation wall-clock time: 3.012 seconds
Calculation (iterations) wall-clock time : 233.422 seconds

